X1,X2,Y
0.4777803,0.7038376,1
0.3842282,0.7785061,1
0.4777772,0.6957441,1
0.4648566,1.000424,1
0.501262,0.8492732,1
0.5617703,0.7985042,1
0.5593415,0.6891244,1
0.4825205,0.7396286,1
0.5801908,0.6516134,1
0.5857534,1.003187,1
0.564714,0.7143934,1
0.5827287,0.6143569,1
0.5340619,0.7312526,1
0.5360999,0.8457059,1
0.6231795,0.8453745,1
0.4894885,0.7653519,1
0.5152403,0.8444567,1
0.4929421,0.8175187,1
0.5509447,0.7913073,1
0.6385804,0.6863791,1
0.5357592,0.651797,1
0.5857078,0.6033149,1
0.4965045,0.6165292,1
0.490047,0.7437717,1
0.5225145,0.7001036,1
0.2992302,0.5736189,2
0.3424823,0.7062136,2
0.2397962,0.7619232,2
0.1250016,0.5456148,2
0.2784166,0.7108909,2
0.1089548,0.5989349,2
0.1884613,0.4799398,2
0.2183988,0.5219107,2
0.2177314,0.7348357,2
0.2297704,0.5440053,2
0.1535715,0.5987585,2
0.2748923,0.6001911,2
0.2133508,0.4673218,2
0.2392122,0.2771984,2
0.1920316,0.4565108,2
0.1916395,0.4324118,2
0.2221325,0.4009064,2
0.264175,0.622416,2
0.1679131,0.2911303,2
0.1526092,0.2661135,2
0.1828867,0.1508278,2
0.1249016,0.4626483,2
0.1329253,0.3061777,2
0.2517526,0.3586384,2
-0.01972421,0.3294175,2
0.0854049,0.3165848,2
0.1713881,0.3951447,2
0.1080534,0.6657634,2
0.2783868,0.5506089,2
0.1683443,0.3348379,2
0.2232026,0.5110659,2
0.1802867,0.6454188,2
0.1998501,0.3928067,2
0.1562841,0.6063696,2
0.2093492,0.6193922,2
0.1711222,0.6085949,2
0.1952838,0.677197,2
0.2299033,0.6899887,2
0.2253199,0.3471549,2
0.2817465,0.5928655,2
0.1960883,0.5181627,2
0.2464102,0.5916755,2
0.2056845,0.6711082,2
0.260408,0.6506375,2
0.06367687,0.2802643,2
0.2724495,0.4292652,2
0.124729,0.4389529,2
0.228658,0.3985305,2
0.2035509,0.7702931,2
0.1326561,0.5446802,2
0.1011019,0.261739,2
0.1446878,0.7065648,2
0.1958308,0.5285901,2
0.2020198,0.5209931,2
0.1414797,0.4793362,2
0.2256766,0.5481742,2
0.2285288,0.5905123,2
0.1029897,0.5125352,2
0.1428482,0.422196,2
0.2209323,0.4344043,2
0.1359312,0.2616483,2
0.312227,0.4836884,2
0.1937257,0.3874605,2
0.1550158,0.2842765,2
0.1367018,0.3845739,2
0.08156316,0.3055064,2
0.06130395,0.2928537,2
0.195083,0.438894,2
0.3146164,0.6134121,2
0.1539874,0.654511,2
0.1401647,0.522557,2
0.06597769,0.3505016,2
0.2392126,0.5922088,2
0.1755917,0.5057894,2
0.2225947,0.3806716,2
0.2074392,0.5956327,2
0.1701061,0.3638868,2
0.1951613,0.5196356,2
0.05490629,0.2375669,2
0.2892053,0.4664554,2
0.2500636,0.40206,2
0.2901272,0.4707853,2
0.1058597,0.5317348,2
0.2180422,0.3198254,2
0.2233749,0.5121615,2
0.1765246,0.4051115,2
0.2077968,0.3504328,2
0.2630381,0.45954,2
0.1859381,0.7282058,2
0.1288875,0.3396083,2
0.1480553,0.5069422,2
0.3019815,0.6664683,2
0.1442168,0.4993507,2
0.1398579,0.5761945,2
0.2850629,0.7398587,2
0.1352146,0.5207542,2
0.2687306,0.3948431,2
0.2256579,0.5490585,2
0.2118903,0.5663773,2
0.1214533,0.5153449,2
0.209202,0.4265152,2
0.2186697,0.3635935,2
0.2310659,0.5598809,2
0.2914331,0.6165605,2
0.2685464,0.5367701,2
0.2439092,0.4368324,2
0.2821913,0.6456873,2
0.2426593,0.5689061,2
0.07380618,0.4234128,2
0.2975394,0.5395146,2
0.2035031,0.5474732,2
0.2528267,0.6089501,2
0.2415997,0.3911292,2
0.1921498,0.6072148,2
0.2864759,0.6477486,2
0.1997726,0.4843586,2
0.1738578,0.4512121,2
0.1644025,0.4042291,2
0.2464311,0.8852282,2
0.3071788,0.4737908,2
0.1722908,0.5892293,2
0.3514214,0.7191229,2
0.2753532,0.4487917,2
0.143772,0.2760846,2
0.2460618,0.5088892,2
0.1618953,0.5304145,2
0.2334477,0.4835758,2
0.3068165,0.5317762,2
0.1995908,0.779587,2
0.2485902,0.369844,2
0.2475796,0.6788853,2
0.1709666,0.3756011,2
0.2005221,0.3645205,2
0.05011943,0.3474512,2
0.2360597,0.7027876,2
0.1684958,0.5788557,2
0.2027981,0.527451,2
0.2196956,0.3951452,2
-0.005615772,0.7239991,3
-0.001372393,0.8580412,3
0.1868227,0.357781,3
-0.0381806,0.9341436,3
-0.03424261,0.5429069,3
-0.1223906,0.7219418,3
0.05930715,0.9471024,3
-0.01855103,0.9489038,3
-0.09262967,0.8623805,3
0.07520927,0.5781634,3
0.2185486,0.6139202,3
0.2050702,0.4720482,3
0.4423072,0.2635273,3
0.2264292,0.4780991,3
0.03118009,0.858949,3
0.1836036,0.5079574,3
-0.006778896,0.6146345,3
-0.1397737,0.6049022,3
0.01502633,0.9685497,3
-0.09924784,0.9583433,3
-0.06434846,0.9516708,3
-0.1833404,1.257792,3
-0.1416356,1.008699,3
0.08284678,0.5788801,3
0.1967056,0.6294171,3
-0.0425774,0.6576747,3
-0.07447161,1.006519,3
0.1884139,0.6961821,3
0.002991844,0.9510251,3
0.07966098,0.996568,3
0.3256105,0.4707473,3
0.1977232,0.5299603,3
-0.05732831,0.7445904,3
0.2587833,0.4701519,3
-0.06207036,0.9345767,3
0.1736231,0.6989522,3
0.1886055,0.539205,3
-0.00091535,0.7258063,3
0.02283804,0.9263163,3
0.1484876,1.119688,3
0.1679019,0.7405339,3
0.04052572,0.8578949,3
-0.04704891,0.7404536,3
-0.05797647,1.234491,3
-0.02953167,0.8206001,3
0.001143716,0.5928868,3
-0.03041703,0.6784995,3
0.08500118,0.8744105,3
-0.04659158,0.7745984,3
0.01140118,0.7249484,3
0.03146106,0.693774,3
-0.1394643,0.7760212,3
-0.08151839,0.7962057,3
-0.2026599,1.171343,3
0.07413551,0.8090504,3
0.09676526,0.8407983,3
-0.1041554,0.9828466,3
0.1746749,0.7302771,3
0.001521152,0.7258316,3
0.1226631,0.4174239,3
0.1291256,0.5615701,3
0.1839154,0.8487081,3
0.1630507,0.7447254,3
0.1842694,0.4715955,3
-0.01501835,1.129786,3
0.1111987,0.7246133,3
0.2157569,0.6963601,3
0.1108458,0.4032677,3
-0.1399952,0.8917294,3
0.09906766,0.6699275,3
-0.2077801,1.171971,3
-0.008437669,0.9977133,3
-0.09588819,0.71284,3
-0.07963974,0.8974156,3
0.1436734,0.6572325,3
0.1174445,0.6947221,3
-0.02907525,0.486826,3
0.03155702,0.8753847,3
0.09682674,0.7877318,3
0.086431,0.7263139,3
-0.003109824,0.8639727,3
0.05424828,0.5987939,3
0.04390335,0.8699807,3
0.1256197,0.7768516,3
-0.05470112,1.056694,3
0.2337916,0.4067118,3
-0.05309863,1.101301,3
0.1655216,0.8361711,3
0.02215365,0.3940704,3
-0.07629941,0.8624522,3
0.08924126,0.5748624,3
-0.08484572,0.9254772,3
-0.0169897,0.6206469,3
-0.09103893,0.8471383,3
0.004384864,0.9096559,3
-0.1381948,1.002862,3
-0.07865252,0.9464109,3
-0.3144322,1.228819,3
0.2543704,0.638852,3
0.233324,0.5568039,3
-0.06760674,0.9977658,3
0.1039385,0.8346019,3
-0.06001845,0.6653769,3
-0.1191621,1.152063,3
0.2739252,0.3844783,3
-0.05362459,0.8437654,3
0.133802,1.12951,3
-0.2141805,1.050605,3
0.1370687,0.4672341,3
-0.3254727,1.032708,3
0.1862292,0.7440705,3
-0.143479,0.7102564,3
0.03678045,0.7243412,3
-0.0770345,0.6629462,3
0.1497495,0.9963706,3
0.2113299,0.3679011,3
-0.01682747,0.8291971,3
-0.2263755,1.126302,3
0.2674841,0.5925439,3
-0.02962783,1.044384,3
0.02772088,0.5612782,3
0.05739573,0.5769411,3
1.0705,0.5724993,4
1.106067,0.4076094,4
1.047685,0.5591759,4
1.100436,0.4044068,4
1.011962,0.5974622,4
1.081032,0.4874875,4
0.9192808,0.6151011,4
0.8740954,0.6350182,4
1.111567,0.4799878,4
0.9653505,0.5050821,4
1.171342,0.482077,4
0.9878747,0.4898088,4
0.9663311,0.5840629,4
1.008639,0.6304789,4
1.03722,0.5872247,4
1.036309,0.3772682,4
0.9974578,0.527352,4
0.752893,0.7858035,4
0.9161799,0.6632241,4
1.081932,0.4299171,4
0.8860654,0.6005608,4
0.9483436,0.5722948,4
0.9744574,0.5124604,4
0.9935134,0.5714239,4
0.9656965,0.6603835,4
0.9124628,0.5476739,4
0.961524,0.6365807,4
0.8789796,0.4645993,4
1.193469,0.379199,4
0.8306789,0.7624622,4
0.8968704,0.6005224,4
1.166178,0.3444051,4
1.262714,0.3848546,4
1.023351,0.6495659,4
1.11245,0.5366542,4
1.227917,0.3201455,4
1.100396,0.4195969,4
1.144366,0.5173913,4
1.150294,0.4294082,4
0.8649761,0.6056713,4
1.011902,0.5602614,4
1.141777,0.5395318,4
0.9968476,0.4300673,4
0.7988985,0.5242697,4
0.8583249,0.4602775,4
1.005239,0.6261823,4
1.064554,0.5584987,4
0.9982534,0.4759508,4
0.8593986,0.5988584,4
0.8781394,0.654876,4
0.9208569,0.8010009,4
0.9834594,0.5414244,4
0.8027872,0.6194385,4
0.9827943,0.5071969,4
1.106489,0.3918304,4
0.9551278,0.5489116,4
0.9234991,0.5005102,4
1.122226,0.4207856,4
0.8522008,0.6183521,4
0.8080772,0.6491048,4
0.8894463,0.5216137,4
1.056328,0.4586378,4
0.9569933,0.5801367,4
1.163904,0.4386966,4
0.7886577,0.65215,4
0.9413508,0.6051168,4
0.8513776,0.54494,4
0.8995959,0.6026645,4
0.9843707,0.5462507,4
1.122084,0.4915419,4
0.8406781,0.6564965,4
1.07087,0.4939893,4
0.9782731,0.4388794,4
0.9969776,0.5075708,4
0.9005686,0.592318,4
0.7617979,0.6823469,4
0.9975176,0.609152,4
0.8857363,0.630491,4
0.921207,0.6406197,4
0.8873249,0.6944451,4
1.113265,0.401277,4
0.8792977,0.5294642,4
1.130266,0.3362613,4
1.037906,0.4199633,4
1.049439,0.4940592,4
0.9754548,0.58036,4
0.9389464,0.5862243,4
0.9905958,0.5305006,4
1.01969,0.4994207,4
1.155994,0.4694643,4
0.9860855,0.4148995,4
0.9855067,0.6122505,4
0.9242058,0.6398121,4
0.9232453,0.5836794,4
1.077584,0.5458194,4
0.9995931,0.5150695,4
0.8470853,0.6740595,4
0.927237,0.535403,4
1.065324,0.5081492,4
0.9416148,0.595499,4
1.043465,0.4977468,4
0.8981565,0.6263309,4
1.034511,0.5661308,4
0.8203425,0.3098466,2
0.6698305,0.1234862,2
0.6819759,0.309965,2
0.5717021,0.1777461,2
0.3857248,0.1874072,2
0.225822,0.1660463,2
0.5332508,0.2095722,2
0.6144257,0.2121976,2
0.3762796,0.3012065,2
0.6170642,0.2672504,2
0.4654562,0.3064803,2
0.6456879,0.2466055,2
0.8732314,0.370538,2
0.4535487,0.1510691,2
0.5708901,0.3307869,2
0.3989689,0.1341216,2
0.5399763,0.2547098,2
0.343402,0.1920157,2
0.1347504,0.1993222,2
0.4482797,0.1734624,2
0.475032,0.3079758,2
0.5607032,0.2376013,2
0.5276259,0.1389672,2
0.5062611,0.3132655,2
0.4170174,0.2837017,2
0.3552727,0.1909192,2
0.3581294,0.2211773,2
0.5871977,0.2820697,2
0.4554998,0.2139622,2
0.3683819,0.2611348,2
0.3703856,0.2558294,2
0.4462021,0.2251547,2
0.5048166,0.105553,2
0.504401,0.1647804,2
0.5114882,0.1980999,2
0.4621363,0.1900275,2
0.6937657,0.3413657,2
0.4379368,0.2010145,2
0.5104379,0.2711176,2
0.6198847,0.2049661,2
0.4380267,0.2831478,2
0.6081216,0.2508124,2
0.4574518,0.2458918,2
0.3284436,0.3485322,2
0.4516804,0.2400373,2
0.3326622,0.158522,2
0.3028975,0.1911894,2
0.4222538,0.1426586,2
0.2543715,0.1232531,2
0.4950418,0.2607583,2
0.2348881,0.205526,2
0.5401406,0.2512826,2
0.6991105,0.3141182,2
0.4602414,0.2303662,2
0.4123407,0.1683372,2
0.6165071,0.3562694,2
0.4821318,0.1574756,2
0.5841998,0.2307976,2
0.6305309,0.1930182,2
0.5170042,0.2992928,2
0.5884387,0.1715926,2
0.50464,0.2119699,2
0.5267354,0.217316,2
0.4971112,0.3080096,2
0.4341727,0.1304019,2
0.6053714,0.2725654,2
0.2977786,0.2832352,2
0.561294,0.2956197,2
0.6478167,0.150563,2
0.8529709,0.349034,2
0.3976327,0.2684515,2
0.2565194,0.1494188,2
0.534374,0.1885973,2
0.5549444,0.1860149,2
0.5347243,0.1828598,2
0.2943369,0.1872038,2
0.06478023,0.08775127,2
0.4831213,0.1837576,2
0.7160853,0.276402,2
0.534639,0.1850895,2
0.6293859,0.2481385,2
0.4909999,0.2177493,2
0.4563452,0.2519074,2
0.6469203,0.305508,2
0.666513,0.3217657,2
0.2349829,0.2267159,2
0.5677767,0.2479714,2
0.3955439,0.2291076,2
0.4102202,0.2612598,2
0.7307359,0.2596782,2
0.432798,0.1624135,2
0.5135845,0.2535762,2
0.5108628,0.2100849,2
0.4887082,0.2615752,2
0.4404327,0.2530429,2
0.6044024,0.2954018,2
0.4885593,0.08388951,2
0.4944068,0.2822546,2
0.5302753,0.2824188,2
0.514662,0.2158789,2
0.4603841,0.179127,2
0.4052325,0.18188,2
0.5610929,0.2491625,2
0.7773529,0.3641847,2
0.5275826,0.2983334,2
0.2405353,0.1698532,2
0.5647629,0.1667868,2
0.401489,0.2396583,2
0.5286882,0.2008196,2
0.4344474,0.2383018,2
0.6374091,0.2599681,2
0.5073663,0.1626604,2
0.4323454,0.2368083,2
0.5386139,0.3492344,2
0.4861299,0.2642328,2
0.5606668,0.2589138,2
0.5136381,0.2533299,2
0.4035094,0.140469,2
0.635218,0.2312063,2
0.6159642,0.247798,2
0.4272874,0.1196702,2
0.6575465,0.3347349,2
0.4501359,0.2476852,2
0.5860474,0.1762736,2
0.3486683,0.1449806,2
0.5308537,0.3706243,2
0.4996612,0.2122377,2
0.5129607,0.2093226,2
1.327543,0.9306772,3
1.045002,0.5709696,3
0.8137521,-0.1521754,3
0.7974511,0.3620896,3
0.7552364,0.3134621,3
0.6568947,0.2609711,3
1.042878,0.384723,3
0.7157491,0.3708332,3
0.7941955,0.05530369,3
0.7558154,0.2437584,3
0.7618986,0.1774318,3
0.7150737,-0.2412792,3
0.4496106,0.09484478,3
1.060645,0.4931022,3
0.8596529,0.4648556,3
0.7936659,0.0164141,3
0.4442858,-0.1608584,3
0.7249851,0.1142426,3
0.6790668,0.05683084,3
0.7836268,0.4206814,3
0.6939525,-0.1554664,3
0.95338,0.103651,3
0.9269366,0.3425586,3
0.8652457,-0.05425195,3
0.4644838,-0.1403293,3
0.7298819,0.04519498,3
1.14112,0.3231808,3
0.8515211,0.2727652,3
0.9731996,0.5497483,3
0.5227792,0.07986003,3
0.9290919,0.09466749,3
0.9808182,0.2238077,3
0.9150738,0.1057818,3
0.6637259,-0.00403302,3
0.8455396,0.2167481,3
0.8236104,0.3321595,3
0.9644938,0.2889936,3
0.6006611,0.07142587,3
0.6080148,-0.06636853,3
1.356381,0.538582,3
0.6123759,-0.07329665,3
0.8026581,-0.2262044,3
0.7782346,0.5835388,3
1.213865,0.3460306,3
1.062274,0.7582301,3
0.5058926,-0.0260601,3
0.8205212,-0.07057727,3
0.6060773,0.222041,3
1.283548,0.3544732,3
0.9206181,0.2227802,3
0.8662028,0.5676026,3
0.7918587,-0.05256176,3
0.8079433,0.2347834,3
0.4755678,0.1227952,3
0.4517241,-0.182794,3
0.4957861,-0.04025814,3
1.014241,0.5107011,3
0.8169161,0.3679397,3
1.078535,0.2330619,3
0.7037199,-0.1109408,3
0.9059941,0.2477347,3
0.9297717,0.3107419,3
0.3270239,-0.2076698,3
1.224195,0.6230414,3
0.7158719,-0.3476262,3
0.590691,0.1252571,3
0.5686127,-0.182053,3
0.9524544,0.6441926,3
0.822408,-0.06889228,3
1.027507,0.6917777,3
0.557355,-0.04811418,3
1.138388,0.4018357,3
0.4255908,0.05102126,3
0.7392088,0.1072253,3
1.154445,0.7205016,3
0.574078,-0.1886917,3
0.7920472,0.0404238,3
0.7985215,0.2711992,3
0.8300485,0.3133844,3
0.9207907,0.4851108,3
1.004252,0.4643841,3
0.6686236,0.321276,3
0.6259183,-0.06812378,3
0.9805495,0.4357698,3
0.7817265,0.3342554,3
0.6540787,0.3133881,3
0.8699395,0.3483973,3
1.200296,0.474033,3
0.9146245,0.3417245,3
1.095387,0.4773998,3
0.7699962,0.02552213,3
0.7030636,0.192226,3
0.9539101,0.2731375,3
0.7569406,0.1685,3
1.235196,0.5766599,3
0.5650058,-0.05571114,3
0.8323059,-0.08562119,3
0.538264,-0.01903182,3
1.086279,0.1078091,3
0.7311239,0.3030057,3
0.7811397,0.1939963,3
0.5543352,0.1988359,3
0.4533638,-0.3518734,3
0.5315315,-0.1453179,3
1.058945,0.7150764,3
1.15019,0.7671393,3
0.8730073,0.2062735,3
0.7666808,0.2620474,3
0.7890358,0.1982008,3
0.6337731,-0.03583795,3
0.3771443,0.2419378,3
0.6654274,0.4117332,3
1.120983,0.6465593,3
1.055486,0.3979036,3
0.8658098,0.3306969,3
1.039543,0.2448025,3
0.7426858,0.09689161,3
0.9408059,0.151792,3
0.6191229,0.3090182,3
0.6632559,-0.1588235,3
0.7611483,-0.2369925,3
0.8472625,0.341258,3
0.8945609,0.1331631,3
0.8028195,0.1901071,3
0.8841833,0.4549625,3
0.8228367,0.08770327,3
0.9157955,0.3499956,3
0.7025217,0.2986132,3
0.7695718,0.682599,3
0.6125354,0.2255849,3
0.9743856,0.3684735,3
0.9289872,0.4948352,3
0.2352665,0.7097868,4
0.3393223,0.6693652,4
0.2876466,0.7088164,4
0.3032338,0.6932808,4
0.358904,0.7590845,4
0.2908254,0.6545671,4
0.3644787,0.6715301,4
0.3112319,0.7190681,4
0.1874815,0.7466936,4
0.2303424,0.7133217,4
0.2038698,0.6967707,4
0.1926105,0.70773,4
0.3269941,0.7936555,4
0.1990882,0.6550912,4
0.2550319,0.7771652,4
0.2607014,0.6890053,4
0.2427277,0.7323399,4
0.2648793,0.7120837,4
0.2334793,0.6992966,4
0.2738521,0.750864,4
0.2664026,0.6871941,4
0.2371634,0.7022438,4
0.3106958,0.7196736,4
0.2666662,0.6971832,4
0.3101072,0.738023,4
0.3242945,0.7184675,4
0.1534885,0.6912035,4
0.2468087,0.7394503,4
0.266794,0.6953522,4
0.2879897,0.693166,4
0.3706358,0.7023952,4
0.2094401,0.7247235,4
0.3404953,0.7280875,4
0.2710752,0.7803642,4
0.3029429,0.7255524,4
0.1506576,0.6575393,4
0.2685372,0.6686873,4
0.3525725,0.667413,4
0.3485074,0.6782251,4
0.3354739,0.7540501,4
0.4708002,0.7150979,4
0.2637305,0.7102922,4
0.2974022,0.7206797,4
0.2518677,0.7146224,4
0.3135578,0.7104959,4
0.2497142,0.7167032,4
0.3351572,0.6597884,4
0.3277635,0.6995105,4
0.1389717,0.6985328,4
0.3374863,0.696996,4
0.2984843,0.7302595,4
0.2428582,0.7270901,4
0.2387969,0.7176093,4
0.2326099,0.7424899,4
0.2661279,0.7305332,4
0.3032126,0.7123056,4
0.3513866,0.6411766,4
0.2600135,0.7224021,4
0.2387659,0.7246654,4
0.3061513,0.6907562,4
0.1609584,0.7513455,4
0.3108918,0.7257453,4
0.2481455,0.7478094,4
0.2414829,0.6906806,4
0.1968421,0.6891584,4
0.3610681,0.7126982,4
0.292246,0.7160138,4
0.3149459,0.7774952,4
0.2659696,0.6910014,4
0.4103312,0.6675097,4
0.2386345,0.7414578,4
0.2503222,0.7293608,4
0.2224353,0.7128124,4
0.3219679,0.7133631,4
0.4467513,0.7137377,4
0.363257,0.682562,4
0.3574833,0.7404257,4
0.2253607,0.729234,4
0.2186298,0.7173548,4
0.2376485,0.6988287,4
0.304892,0.6632536,4
0.2959949,0.6060451,4
0.3260722,0.7241724,4
0.2740215,0.671982,4
0.291145,0.7554197,4
0.2840145,0.7539187,4
0.2494004,0.6948504,4
0.1830839,0.7252619,4
0.1860399,0.6530226,4
0.2551099,0.6757607,4
0.286214,0.7132805,4
0.291485,0.6898579,4
0.2529129,0.7455629,4
0.2896069,0.6902269,4
0.2848079,0.7265978,4
0.2712481,0.6714394,4
0.3207966,0.6954118,4
0.2854272,0.7316982,4
0.2705201,0.7037727,4
0.291706,0.7174233,4
0.2039392,0.7387486,4
0.2168226,0.7197704,4
0.4035076,0.7249564,4
0.1885981,0.6427608,4
0.3050112,0.7157191,4
0.2234303,0.7448218,4
0.2126933,0.7049805,4
0.3587301,0.7000352,4
0.2013839,0.7102552,4
0.3833468,0.6875936,4
0.2909483,0.7377358,4
0.2507537,0.6861808,4
0.1846887,0.7162142,4
0.1920151,0.5043371,1
0.1261945,0.009320803,1
0.06410991,0.1752009,1
0.03921125,0.0082606,1
0.1155487,0.1339273,1
0.2140612,0.2597975,1
0.1043351,0.2305242,1
0.173616,0.286299,1
0.06974423,-0.01449972,1
0.1368932,0.07965913,1
0.0628786,0.2854804,1
0.2068463,0.3515143,1
0.1094245,0.2275776,1
0.2165951,0.5488602,1
0.1576385,0.3599995,1
-0.00117246,0.04334587,1
0.1130283,0.2740876,1
0.09657999,0.2648255,1
0.119843,0.2165722,1
0.1989836,0.1793333,1
0.04785968,0.3318577,1
0.03829604,0.265723,1
0.09789667,0.007289732,1
0.1250102,0.1820795,1
0.09149852,0.1838878,1
0.1703994,0.03928302,1
0.1146123,0.008431584,1
0.229999,0.2761239,1
0.1827756,0.237325,1
0.146036,0.1371647,1
0.1040648,0.2064554,1
-0.001041717,0.1231256,1
0.0484321,0.2475135,1
0.1952176,0.4936664,1
0.1715772,0.5028754,1
0.1807877,0.2059222,1
0.04585005,-0.01177852,1
0.1331782,0.2790301,1
0.09333648,0.05414179,1
0.1120142,0.2897577,1
0.04373827,-0.09126876,1
0.2038149,0.4261686,1
0.2282785,0.5431807,1
0.08843206,0.3092494,1
0.181394,0.2041428,1
0.08131762,0.2078027,1
0.1938104,0.2590579,1
0.1943526,0.1387493,1
0.1826732,0.1341484,1
0.05410983,0.1404501,1
0.1749152,0.2527452,1
0.1194142,0.3423432,1
0.08599961,0.3165326,1
0.2257572,0.3350097,1
0.06948949,0.1003776,1
0.1172832,0.4712195,1
0.1805895,0.3380254,1
0.1886984,0.1764601,1
0.0875491,0.2320845,1
0.05531933,0.3139465,1
0.0149307,0.1438711,1
0.06293606,0.2412703,1
0.132376,0.4593583,1
0.04879347,0.323002,1
0.1625185,0.394666,1
0.07794269,0.2879317,1
0.1326149,0.4308422,1
0.05050756,-0.01654667,1
0.09611433,-0.09669024,1
0.03614939,0.2446309,1
0.1579016,0.4849327,1
0.216917,0.04704354,1
0.1929141,0.3900401,1
0.1155428,0.2439919,1
0.2276879,0.5776919,1
0.1570833,0.3027134,1
0.2251094,0.2548412,1
0.1898589,0.3278232,1
0.03990369,-0.01132103,1
0.08441994,0.4123789,1
0.1446495,0.3023446,1
0.123642,0.1659575,1
0.02682294,0.3777927,1
0.111509,0.01529085,1
0.1366959,-0.07999667,1
0.2038689,0.4739176,1
0.2970014,0.2187562,1
0.09356706,0.1204459,1
-0.05213316,-0.2678969,1
0.07698006,0.2257877,1
0.1929251,0.2637935,1
-0.06528139,0.02921041,1
0.1615125,0.1616774,1
0.03198886,-0.005213949,1
0.2055278,0.4997143,1
0.07306366,-0.2102935,1
0.1173165,-0.1258947,1
0.1211932,0.463803,1
0.09128299,-0.05269296,1
0.02803259,0.05385687,1
-0.06787493,0.4548051,1
0.02805992,-0.2186958,1
0.08668148,-0.1255154,1
0.09130723,0.1382466,1
0.01146035,0.2286215,1
0.02329815,0.139403,1
0.04322524,0.06837549,1
0.0140984,0.282569,1
0.2178154,0.4085116,1
-0.00576256,0.06987876,1
0.2281815,0.3537043,1
0.06846368,0.0233683,1
0.1661746,0.6349233,1
0.1789053,0.1587784,1
0.1427258,0.6020965,1
-0.02868897,0.2554609,1
0.01932468,0.02253058,1
0.2052683,0.02052942,1
0.1991707,0.4588872,1
0.2174323,0.339419,1
-0.06918993,-0.08001707,1
0.2815641,0.1464885,1
0.06799493,0.2413326,1
0.1812615,-0.04401021,1
-0.03970238,0.04007866,1
-0.001696539,0.3402856,1
0.1184368,0.1241669,1
0.06772553,0.3658837,1
0.167431,0.3282469,1
0.1244182,0.4047642,1
0.02221291,0.1293256,1
0.1168395,-0.07178111,1
